Conversion Type,% Chance of Failure
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: False",73.72
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: True",61.39
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: False",61.34
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: True",49.46
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: False",74.96
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: True",34.97
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: False",74.61
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: True",23.42
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: False",74.38
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: True",74.19
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: False",74.25
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: True",61.16
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: False",74.46
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: True",47.83
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: False",73.72
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 100, Own Province: True",35.59
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 100000, Control: 100, Own Province: False",74.5
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 85, Own Province: True",74.84
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 85, Own Province: False",74.83
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 90, Own Province: True",74.89
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 90, Own Province: False",73.25
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 95, Own Province: True",61.03
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 95, Own Province: False",73.67
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: True",48.1
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: False",73.99
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: True",73.96
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: False",73.63
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: True",73.22
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: False",74.06
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: True",74.12
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: False",74.13
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: True",61.49
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: False",74.46
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: True",74.61
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: False",74.54
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: True",73.38
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: False",73.68
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: True",74.69
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: False",74.73
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: True",73.91
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: False",73.81
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: True",74.13
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: False",73.01
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: True",73.86
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: False",75.01
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: True",74.98
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: False",74.42
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: True",74.5
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: False",74.14
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: True",35.35
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: False",35.33
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: True",23.4
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: False",47.72
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: True",13.96
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: False",61.23
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 100, Own Province: True",5.9
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 1000, Control: 100, Own Province: False",73.67
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 85, Own Province: True",49.01
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 85, Own Province: False",48.28
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 90, Own Province: True",35.45
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 90, Own Province: False",60.5
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 95, Own Province: True",24.96
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 95, Own Province: False",73.63
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 100, Own Province: True",13.79
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 50000, Control: 100, Own Province: False",74.11
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 85, Own Province: True",62.15
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 85, Own Province: False",60.92
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 90, Own Province: True",47.5
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 90, Own Province: False",74.31
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 95, Own Province: True",35.6
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 95, Own Province: False",74.18
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 100, Own Province: True",23.8
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 100000, Control: 100, Own Province: False",74.26
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 85, Own Province: True",74.41
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 85, Own Province: False",74.0
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 90, Own Province: True",62.53
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 90, Own Province: False",74.28
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 95, Own Province: True",48.09
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 95, Own Province: False",74.37
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 100, Own Province: True",35.39
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 150000, Control: 100, Own Province: False",74.45
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 85, Own Province: True",74.43
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 85, Own Province: False",74.35
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 90, Own Province: True",74.28
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 90, Own Province: False",74.35
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 95, Own Province: True",61.94
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 95, Own Province: False",73.98
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 100, Own Province: True",47.53
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 200000, Control: 100, Own Province: False",74.44
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 85, Own Province: True",74.08
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 85, Own Province: False",74.26
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 90, Own Province: True",73.92
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 90, Own Province: False",74.24
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 95, Own Province: True",73.88
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 95, Own Province: False",74.28
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 100, Own Province: True",61.85
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 250000, Control: 100, Own Province: False",74.54
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 85, Own Province: True",74.38
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 85, Own Province: False",74.65
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 90, Own Province: True",74.44
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 90, Own Province: False",74.36
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 95, Own Province: True",74.37
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 95, Own Province: False",74.41
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 100, Own Province: True",73.88
"New Religion: R'hllor, Current Religion: DrownedGodII, Population: 300000, Control: 100, Own Province: False",74.06
"New Religion: R'hllor, Current Religion: Mother Rhoyne, Population: 1000, Control: 85, Own Province: True",35.2
"New Religion: R'hllor, Current Religion: Mother Rhoyne, Population: 1000, Control: 85, Own Province: False",35.13
"New Religion: R'hllor, Current Religion: Mother Rhoyne, Population: 1000, Control: 90, Own Province: True",23.79
"New Religion: R'hllor, Current Religion: Mother Rhoyne, Population: 1000, Control: 90, Own Province: False",49.05
"New Religion: R'hllor, Current Religion: Mother Rhoyne, Population: 1000, Control: 95, Own Province: True",14.11
"New Religion: R'hllor, Current Religion: Mother Rhoyne, Population: 1000, Control: 95, Own Province: False",61.18
"New Religion: R'hllor, Current Religion: Mother Rhoyne, Population: 1000, Control: 100, Own Province: True",5.8
