Conversion Type,Duration
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: False",10.15
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: True",8.57
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: False",8.6
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: True",7.98
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: False",9.31
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: True",7.37
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: False",10.23
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: True",6.83
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: False",10.15
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: True",9.32
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: False",9.29
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: True",8.54
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: False",10.16
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: True",7.95
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: True",7.39
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: False",10.24
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: True",10.09
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: True",9.29
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: True",8.61
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: False",10.18
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: True",7.97
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: False",10.11
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: True",10.1
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: False",10.15
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: True",10.1
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: False",10.11
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: True",9.32
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: False",10.19
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: True",8.59
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: False",10.11
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: True",10.11
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: True",10.11
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: True",10.16
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: False",10.1
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: True",9.3
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: True",7.98
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: False",7.94
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: True",7.36
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: False",8.62
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: True",6.81
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: False",9.31
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: True",6.29
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: False",10.15
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: True",8.62
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: False",8.55
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: True",7.98
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: False",9.29
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: True",7.36
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: False",10.09
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: True",6.82
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: True",9.26
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: False",9.26
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: True",8.55
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: True",7.93
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: False",10.0
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 100, Own Province: True",7.38
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 100000, Control: 100, Own Province: False",10.07
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 85, Own Province: True",10.12
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 85, Own Province: False",10.05
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 90, Own Province: True",9.26
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 90, Own Province: False",10.17
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 95, Own Province: True",8.6
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 95, Own Province: False",10.11
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: True",7.94
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: False",10.17
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: True",10.14
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: False",10.16
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: True",10.09
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: True",9.27
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: False",10.16
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: True",8.59
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: False",10.08
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: True",10.2
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: True",10.12
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: True",10.2
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: False",10.08
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: True",9.33
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: False",10.03
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: True",10.17
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: False",10.1
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: True",10.12
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: False",10.09
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: True",10.22
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: True",10.11
"New Religion: Gods of Valyria, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: False",10.16
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: True",7.4
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: False",7.39
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: True",6.85
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: False",7.95
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: True",6.31
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: False",8.54
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 100, Own Province: True",5.77
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 1000, Control: 100, Own Province: False",9.3
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 50000, Control: 85, Own Province: True",8.0
"New Religion: Gods of Valyria, Current Religion: DrownedGodII, Population: 50000, Control: 85, Own Province: False",7.98
